returnMean,returnSD,Positions,ShortsOK
0.10085863248461285,0.11479879285802229,2,Long Positions Only
0.0898715805478618,0.10701667341515299,2,Long Positions Only
0.10445846646783902,0.1304543318572898,2,Long Positions Only
0.10204101695092305,0.12072032445762959,2,Long Positions Only
0.10100315198621926,0.1192966515490056,2,Long Positions Only
0.11646498051004484,0.12378725513293928,2,Long Positions Only
0.07801265326952253,0.09373609307284111,2,Long Positions Only
0.06945453458101122,0.0889841469819568,2,Long Positions Only
0.07587046458933029,0.09158121076906693,2,Long Positions Only
0.11808142460857884,0.12903253920387878,2,Long Positions Only
0.13263279998720862,0.15183476945113544,2,Long Positions Only
0.12304463643013548,0.13806230261362046,2,Long Positions Only
0.05398602838983154,0.06547309700235024,2,Long Positions Only
0.08096428785374513,0.08755815734671239,2,Long Positions Only
0.12404185887379145,0.14992080900923913,2,Long Positions Only
0.12384388472674929,0.14564584799734542,2,Long Positions Only
0.09907948924770132,0.11215742428803281,2,Long Positions Only
0.11377943449842612,0.14192017183796862,2,Long Positions Only
0.1387545887930178,0.1638722345244049,2,Long Positions Only
0.11928396429393025,0.13070291454608657,2,Long Positions Only
0.06716184946381477,0.08323533589302046,2,Long Positions Only
0.10148398015727667,0.11173060635560071,2,Long Positions Only
0.08343944025512684,0.09526894948962523,2,Long Positions Only
0.14994962252684346,0.1677197560549626,2,Long Positions Only
0.10756912381387362,0.1258898204509292,2,Long Positions Only
0.11760296674447113,0.13719161153166384,2,Long Positions Only
0.09887908350876484,0.10878194953767019,2,Long Positions Only
0.08927326793668372,0.10398632964367824,2,Long Positions Only
0.1332384641690943,0.15578982636367592,2,Long Positions Only
0.11875001840464443,0.1273673472352246,2,Long Positions Only
0.07659135537205082,0.10236039379435971,2,Long Positions Only
0.07618438261352942,0.09346984628855935,2,Long Positions Only
0.15564498144844524,0.17194835152792987,2,Long Positions Only
0.09394583787530593,0.11269617502267532,2,Long Positions Only
0.1534503094145509,0.17567641482428464,2,Long Positions Only
0.14326380673595415,0.15659764006829577,2,Long Positions Only
0.10346444961251608,0.12129830611011233,2,Long Positions Only
0.12061947771512395,0.12850935733675853,2,Long Positions Only
0.11627714289985042,0.14012966426509446,2,Long Positions Only
0.08341402849805118,0.09258538234242289,2,Long Positions Only
0.079256023504142,0.10786575001540975,2,Long Positions Only
0.11388586149621018,0.13208958034585774,2,Long Positions Only
0.134018020273165,0.14143986155609217,2,Long Positions Only
0.09275640262115652,0.10425044561108827,2,Long Positions Only
0.13997003424902887,0.16036058423654787,2,Long Positions Only
0.10932532366387647,0.11984421278998572,2,Long Positions Only
0.0952222614601518,0.10167354100432546,2,Long Positions Only
0.1476627707202547,0.1807644382450421,2,Long Positions Only
0.0874112956571275,0.10822316331171579,2,Long Positions Only
0.09182580193274117,0.09789583378959585,2,Long Positions Only
0.10650607006877053,0.13566954789922456,2,Long Positions Only
0.11039501360825554,0.1323155997994854,2,Long Positions Only
0.12986578240728108,0.15326408704958364,2,Long Positions Only
0.1336632454067005,0.16034481050991112,2,Long Positions Only
0.13650934286028907,0.16318203878500367,2,Long Positions Only
