returnMean,returnSD,Positions,ShortsOK
0.2749114013121268,0.49601780540505,1,Shorts OK
-0.25206344870982356,0.8830727926811378,1,Shorts OK
-0.1077399669958593,0.4289056451279895,1,Shorts OK
-0.19888950126754265,0.6921401222310486,1,Shorts OK
-0.02183042417279198,0.3153799399693642,1,Shorts OK
-0.043021323817626834,0.3144758381522637,1,Shorts OK
0.06631161480663815,0.16495254744939483,1,Shorts OK
0.05265446351343523,0.08593693715349,1,Shorts OK
0.17842129151611372,0.28518838048204753,1,Shorts OK
-0.11800565123286648,0.46847076499394374,1,Shorts OK
0.1872202230164678,0.3790071085075139,1,Shorts OK
-0.06999498543259773,0.3350735016295653,1,Shorts OK
-0.19669870408736895,0.7182039457965274,1,Shorts OK
0.03074201865806474,0.14544622177095762,1,Shorts OK
0.17392459158536647,0.2569408646154095,1,Shorts OK
0.038195089943401386,0.14050508563794667,1,Shorts OK
-0.0748824851348877,0.3570276143504442,1,Shorts OK
-0.04936865424165544,0.3881742194858056,1,Shorts OK
0.23828816181846993,0.45415606892867166,1,Shorts OK
0.033335494632975894,0.2532912996529087,1,Shorts OK
-0.09848274721683356,0.5134745554453171,1,Shorts OK
-0.16414961961455754,0.6304143787102405,1,Shorts OK
-0.0645612682476612,0.4197266466864399,1,Shorts OK
0.12268056020498219,0.1819003108197005,1,Shorts OK
0.1045935884997552,0.2027176545659974,1,Shorts OK
0.2059050191541489,0.36679168324859407,1,Shorts OK
0.010892153954917674,0.20864982735369814,1,Shorts OK
0.19192219710992753,0.33049132937385217,1,Shorts OK
0.16517300245733063,0.27868071854797233,1,Shorts OK
0.07874025248539418,0.11467830829434586,1,Shorts OK
0.20231036330238517,0.38802423819314447,1,Shorts OK
-0.09042701303124184,0.388619367164462,1,Shorts OK
0.09426711205511211,0.19933063564751247,1,Shorts OK
-0.04269043676828828,0.3597944235289591,1,Shorts OK
0.1814041284902047,0.27979381935095965,1,Shorts OK
0.15470524296520466,0.2843785984172833,1,Shorts OK
-0.10877837798932602,0.4281235680982697,1,Shorts OK
0.16171209024579433,0.2831983257750159,1,Shorts OK
-0.022363146083868864,0.2446667198905579,1,Shorts OK
0.02159191957777767,0.22285161437877068,1,Shorts OK
0.20717830169881157,0.3325940549246989,1,Shorts OK
0.2853474892157255,0.5135140263632482,1,Shorts OK
0.0088351548240123,0.28770617849834473,1,Shorts OK
0.150685930573522,0.2308013754352812,1,Shorts OK
-0.033578224915658116,0.25452131891417035,1,Shorts OK
0.13543180255836731,0.18839800680090457,1,Shorts OK
0.2919687503817307,0.5641017062333807,1,Shorts OK
-0.10715112318832365,0.557504992781586,1,Shorts OK
0.01593672206645124,0.24684408909232178,1,Shorts OK
0.04407550616464264,0.1853474869160569,1,Shorts OK
0.1686675543355148,0.2534185704876491,1,Shorts OK
-0.06949955254188173,0.3339483220635247,1,Shorts OK
0.17774294205618052,0.30284065829079143,1,Shorts OK
0.15169576909512272,0.22264028010083436,1,Shorts OK
0.11153272491932012,0.20244311876355958,1,Shorts OK
0.12981827500587204,0.19575821875157967,1,Shorts OK
-0.051944318991223884,0.3040735375473443,1,Shorts OK
0.17206401133794105,0.33479715934256976,1,Shorts OK
-0.07315591741486895,0.41431939747007546,1,Shorts OK
0.13928321824999892,0.21734154318167187,1,Shorts OK
0.04120881942690409,0.12181372520100893,1,Shorts OK
0.07455733722415527,0.27044537436318966,1,Shorts OK
